-2.74708659 -3.22322507 -4.00000000 -0.01025236
-2.54359870 -3.22322507 -4.00000000 -0.01041565
-2.34011080 -3.22322507 -4.00000000 -0.01042215
-2.13662291 -3.22322507 -4.00000000 -0.01026246
-3.15406239 -3.02177350 -4.00000000 -0.01048637
-2.95057449 -3.02177350 -4.00000000 -0.01096275
-2.74708659 -3.02177350 -4.00000000 -0.01130082
-2.54359870 -3.02177350 -4.00000000 -0.01148116
-2.34011080 -3.02177350 -4.00000000 -0.01148852
-2.13662291 -3.02177350 -4.00000000 -0.01131254
-1.93313501 -3.02177350 -4.00000000 -0.01094815
-1.72964712 -3.02177350 -4.00000000 -0.01039577
-3.35755028 -2.82032194 -4.00000000 -0.01074086
-3.15406239 -2.82032194 -4.00000000 -0.01138431
-2.95057449 -2.82032194 -4.00000000 -0.01190217
-2.74708659 -2.82032194 -4.00000000 -0.01226981
-2.54359870 -2.82032194 -4.00000000 -0.01246608
-2.34011080 -2.82032194 -4.00000000 -0.01247434
-2.13662291 -2.82032194 -4.00000000 -0.01228331
-1.93313501 -2.82032194 -4.00000000 -0.01188750
-1.72964712 -2.82032194 -4.00000000 -0.01128743
-1.52615922 -2.82032194 -4.00000000 -0.01048937
-3.56103818 -2.61887037 -4.00000000 -0.01068392
-3.35755028 -2.61887037 -4.00000000 -0.01147779
-3.15406239 -2.61887037 -4.00000000 -0.01216627
-2.95057449 -2.61887037 -4.00000000 -0.01272056
-2.74708659 -2.61887037 -4.00000000 -0.01311423
-2.54359870 -2.61887037 -4.00000000 -0.01332456
-2.34011080 -2.61887037 -4.00000000 -0.01333372
-2.13662291 -2.61887037 -4.00000000 -0.01312959
-1.93313501 -2.61887037 -4.00000000 -0.01270634
-1.72964712 -2.61887037 -4.00000000 -0.01206456
-1.52615922 -2.61887037 -4.00000000 -0.01121106
-1.32267132 -2.61887037 -4.00000000 -0.01015837
-3.76452607 -2.41741880 -4.00000000 -0.01031445
-3.56103818 -2.41741880 -4.00000000 -0.01122905
-3.35755028 -2.41741880 -4.00000000 -0.01206440
-3.15406239 -2.41741880 -4.00000000 -0.01278910
-2.95057449 -2.41741880 -4.00000000 -0.01337276
-2.74708659 -2.41741880 -4.00000000 -0.01378748
-2.54359870 -2.41741880 -4.00000000 -0.01400927
-2.34011080 -2.41741880 -4.00000000 -0.01401928
-2.13662291 -2.41741880 -4.00000000 -0.01380473
-1.93313501 -2.41741880 -4.00000000 -0.01335951
-1.72964712 -2.41741880 -4.00000000 -0.01268430
-1.52615922 -2.41741880 -4.00000000 -0.01178638
-1.32267132 -2.41741880 -4.00000000 -0.01067904
-3.76452607 -2.21596724 -4.00000000 -0.01065162
-3.56103818 -2.21596724 -4.00000000 -0.01159706
-3.35755028 -2.21596724 -4.00000000 -0.01246086
-3.15406239 -2.21596724 -4.00000000 -0.01321051
-2.95057449 -2.21596724 -4.00000000 -0.01381450
-2.74708659 -2.21596724 -4.00000000 -0.01424388
-2.54359870 -2.21596724 -4.00000000 -0.01447374
-2.34011080 -2.21596724 -4.00000000 -0.01448450
-2.13662291 -2.21596724 -4.00000000 -0.01426292
-1.93313501 -2.21596724 -4.00000000 -0.01380269
-1.72964712 -2.21596724 -4.00000000 -0.01310460
-1.52615922 -2.21596724 -4.00000000 -0.01217629
-1.32267132 -2.21596724 -4.00000000 -0.01103163
-3.76452607 -2.01451567 -4.00000000 -0.01079479
-3.56103818 -2.01451567 -4.00000000 -0.01175392
-3.35755028 -2.01451567 -4.00000000 -0.01263052
-3.15406239 -2.01451567 -4.00000000 -0.01339155
-2.95057449 -2.01451567 -4.00000000 -0.01400496
-2.74708659 -2.01451567 -4.00000000 -0.01444126
-2.54359870 -2.01451567 -4.00000000 -0.01467506
-2.34011080 -2.01451567 -4.00000000 -0.01468640
-2.13662291 -2.01451567 -4.00000000 -0.01446182
-1.93313501 -2.01451567 -4.00000000 -0.01399493
-1.72964712 -2.01451567 -4.00000000 -0.01328662
-1.52615922 -2.01451567 -4.00000000 -0.01234474
-1.32267132 -2.01451567 -4.00000000 -0.01118353
-3.76452607 -1.81306410 -4.00000000 -0.01071755
-3.56103818 -1.81306410 -4.00000000 -0.01167078
-3.35755028 -1.81306410 -4.00000000 -0.01254226
-3.15406239 -1.81306410 -4.00000000 -0.01329912
-2.95057449 -1.81306410 -4.00000000 -0.01390940
-2.74708659 -1.81306410 -4.00000000 -0.01434369
-2.54359870 -1.81306410 -4.00000000 -0.01457664
-2.34011080 -1.81306410 -4.00000000 -0.01458833
-2.13662291 -1.81306410 -4.00000000 -0.01436533
-1.93313501 -1.81306410 -4.00000000 -0.01390133
-1.72964712 -1.81306410 -4.00000000 -0.01319727
-1.52615922 -1.81306410 -4.00000000 -0.01226108
-1.32267132 -1.81306410 -4.00000000 -0.01110704
-3.76452607 -1.61161253 -4.00000000 -0.01040022
-3.56103818 -1.61161253 -4.00000000 -0.01132610
-3.35755028 -1.61161253 -4.00000000 -0.01217284
-3.15406239 -1.61161253 -4.00000000 -0.01290844
-2.95057449 -1.61161253 -4.00000000 -0.01350181
-2.74708659 -1.61161253 -4.00000000 -0.01392426
-2.54359870 -1.61161253 -4.00000000 -0.01415106
-2.34011080 -1.61161253 -4.00000000 -0.01416279
-2.13662291 -1.61161253 -4.00000000 -0.01394637
-1.93313501 -1.61161253 -4.00000000 -0.01349569
-1.72964712 -1.61161253 -4.00000000 -0.01281173
-1.52615922 -1.61161253 -4.00000000 -0.01190231
-1.32267132 -1.61161253 -4.00000000 -0.01078140
-3.56103818 -1.41016097 -4.00000000 -0.01070760
-3.35755028 -1.41016097 -4.00000000 -0.01150894
-3.15406239 -1.41016097 -4.00000000 -0.01220530
-2.95057449 -1.41016097 -4.00000000 -0.01276720
-2.74708659 -1.41016097 -4.00000000 -0.01316740
-2.54359870 -1.41016097 -4.00000000 -0.01338244
-2.34011080 -1.41016097 -4.00000000 -0.01339386
-2.13662291 -1.41016097 -4.00000000 -0.01318926
-1.93313501 -1.41016097 -4.00000000 -0.01276286
-1.72964712 -1.41016097 -4.00000000 -0.01211567
-1.52615922 -1.41016097 -4.00000000 -0.01125516
-1.32267132 -1.41016097 -4.00000000 -0.01019467
-3.35755028 -1.20870940 -4.00000000 -0.01054876
-3.15406239 -1.20870940 -4.00000000 -0.01118771
-2.95057449 -1.20870940 -4.00000000 -0.01170343
-2.74708659 -1.20870940 -4.00000000 -0.01207087
-2.54359870 -1.20870940 -4.00000000 -0.01226843
-2.34011080 -1.20870940 -4.00000000 -0.01227915
-2.13662291 -1.20870940 -4.00000000 -0.01209163
-1.93313501 -1.20870940 -4.00000000 -0.01170058
-1.72964712 -1.20870940 -4.00000000 -0.01110697
-1.52615922 -1.20870940 -4.00000000 -0.01031772
-2.95057449 -1.00725783 -4.00000000 -0.01032228
-2.74708659 -1.00725783 -4.00000000 -0.01064677
-2.54359870 -1.00725783 -4.00000000 -0.01082133
-2.34011080 -1.00725783 -4.00000000 -0.01083097
-2.13662291 -1.00725783 -4.00000000 -0.01066560
-1.93313501 -1.00725783 -4.00000000 -0.01032057
1.93313501 1.00725783 -4.00000000 -0.01032057
2.13662291 1.00725783 -4.00000000 -0.01066560
2.34011080 1.00725783 -4.00000000 -0.01083097
2.54359870 1.00725783 -4.00000000 -0.01082133
2.74708659 1.00725783 -4.00000000 -0.01064677
2.95057449 1.00725783 -4.00000000 -0.01032228
1.52615922 1.20870940 -4.00000000 -0.01031772
1.72964712 1.20870940 -4.00000000 -0.01110697
1.93313501 1.20870940 -4.00000000 -0.01170058
2.13662291 1.20870940 -4.00000000 -0.01209163
2.34011080 1.20870940 -4.00000000 -0.01227915
2.54359870 1.20870940 -4.00000000 -0.01226843
2.74708659 1.20870940 -4.00000000 -0.01207087
2.95057449 1.20870940 -4.00000000 -0.01170343
3.15406239 1.20870940 -4.00000000 -0.01118771
3.35755028 1.20870940 -4.00000000 -0.01054876
1.32267132 1.41016097 -4.00000000 -0.01019467
1.52615922 1.41016097 -4.00000000 -0.01125516
1.72964712 1.41016097 -4.00000000 -0.01211567
1.93313501 1.41016097 -4.00000000 -0.01276286
2.13662291 1.41016097 -4.00000000 -0.01318926
2.34011080 1.41016097 -4.00000000 -0.01339386
2.54359870 1.41016097 -4.00000000 -0.01338244
2.74708659 1.41016097 -4.00000000 -0.01316740
2.95057449 1.41016097 -4.00000000 -0.01276720
3.15406239 1.41016097 -4.00000000 -0.01220530
3.35755028 1.41016097 -4.00000000 -0.01150894
3.56103818 1.41016097 -4.00000000 -0.01070760
1.32267132 1.61161253 -4.00000000 -0.01078140
1.52615922 1.61161253 -4.00000000 -0.01190231
1.72964712 1.61161253 -4.00000000 -0.01281173
1.93313501 1.61161253 -4.00000000 -0.01349569
2.13662291 1.61161253 -4.00000000 -0.01394637
2.34011080 1.61161253 -4.00000000 -0.01416279
2.54359870 1.61161253 -4.00000000 -0.01415106
2.74708659 1.61161253 -4.00000000 -0.01392426
2.95057449 1.61161253 -4.00000000 -0.01350181
3.15406239 1.61161253 -4.00000000 -0.01290844
3.35755028 1.61161253 -4.00000000 -0.01217284
3.56103818 1.61161253 -4.00000000 -0.01132610
3.76452607 1.61161253 -4.00000000 -0.01040022
1.32267132 1.81306410 -4.00000000 -0.01110704
1.52615922 1.81306410 -4.00000000 -0.01226108
1.72964712 1.81306410 -4.00000000 -0.01319727
1.93313501 1.81306410 -4.00000000 -0.01390133
2.13662291 1.81306410 -4.00000000 -0.01436533
2.34011080 1.81306410 -4.00000000 -0.01458833
2.54359870 1.81306410 -4.00000000 -0.01457664
2.74708659 1.81306410 -4.00000000 -0.01434369
2.95057449 1.81306410 -4.00000000 -0.01390940
3.15406239 1.81306410 -4.00000000 -0.01329912
3.35755028 1.81306410 -4.00000000 -0.01254226
3.56103818 1.81306410 -4.00000000 -0.01167078
3.76452607 1.81306410 -4.00000000 -0.01071755
1.32267132 2.01451567 -4.00000000 -0.01118353
1.52615922 2.01451567 -4.00000000 -0.01234474
1.72964712 2.01451567 -4.00000000 -0.01328662
1.93313501 2.01451567 -4.00000000 -0.01399493
2.13662291 2.01451567 -4.00000000 -0.01446182
2.34011080 2.01451567 -4.00000000 -0.01468640
2.54359870 2.01451567 -4.00000000 -0.01467506
2.74708659 2.01451567 -4.00000000 -0.01444126
2.95057449 2.01451567 -4.00000000 -0.01400496
3.15406239 2.01451567 -4.00000000 -0.01339155
3.35755028 2.01451567 -4.00000000 -0.01263052
3.56103818 2.01451567 -4.00000000 -0.01175392
3.76452607 2.01451567 -4.00000000 -0.01079479
1.32267132 2.21596724 -4.00000000 -0.01103163
1.52615922 2.21596724 -4.00000000 -0.01217629
1.72964712 2.21596724 -4.00000000 -0.01310460
1.93313501 2.21596724 -4.00000000 -0.01380269
2.13662291 2.21596724 -4.00000000 -0.01426292
2.34011080 2.21596724 -4.00000000 -0.01448450
2.54359870 2.21596724 -4.00000000 -0.01447374
2.74708659 2.21596724 -4.00000000 -0.01424388
2.95057449 2.21596724 -4.00000000 -0.01381450
3.15406239 2.21596724 -4.00000000 -0.01321051
3.35755028 2.21596724 -4.00000000 -0.01246086
3.56103818 2.21596724 -4.00000000 -0.01159706
3.76452607 2.21596724 -4.00000000 -0.01065162
1.32267132 2.41741880 -4.00000000 -0.01067904
1.52615922 2.41741880 -4.00000000 -0.01178638
1.72964712 2.41741880 -4.00000000 -0.01268430
1.93313501 2.41741880 -4.00000000 -0.01335951
2.13662291 2.41741880 -4.00000000 -0.01380473
2.34011080 2.41741880 -4.00000000 -0.01401928
2.54359870 2.41741880 -4.00000000 -0.01400927
2.74708659 2.41741880 -4.00000000 -0.01378748
2.95057449 2.41741880 -4.00000000 -0.01337276
3.15406239 2.41741880 -4.00000000 -0.01278910
3.35755028 2.41741880 -4.00000000 -0.01206440
3.56103818 2.41741880 -4.00000000 -0.01122905
3.76452607 2.41741880 -4.00000000 -0.01031445
1.32267132 2.61887037 -4.00000000 -0.01015837
